course_id,subject_area,course_title,avg_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,dfw_rate,total_letter_grades,total_all_grades,total_dfw,total_A,total_B,total_C,total_D,total_F
EPS SCI 103B,EPS SCI,Sedimentary Petrology,3.675,80.6,13.43,5.97,0.0,0.0,0.0,67,68,0,54,9,4,0,0
EPS SCI 111,EPS SCI,Stratigraphic and Field Geology,3.658,70.91,27.27,1.82,0.0,0.0,0.0,55,58,0,39,15,1,0,0
EPS SCI 112,EPS SCI,Structural Geology,3.313,46.34,39.02,14.63,0.0,0.0,0.0,82,86,0,38,32,12,0,0
EPS SCI 116,EPS SCI,Paleontology,3.662,69.64,28.57,1.79,0.0,0.0,0.0,56,62,0,39,16,1,0,0
EPS SCI 119,EPS SCI,Continental Drift and Plate Tectonics,3.535,68.18,22.73,7.58,1.52,0.0,1.49,66,67,1,45,15,5,1,0
EPS SCI 121,EPS SCI,Advanced Field Geology,3.542,60.53,39.47,0.0,0.0,0.0,0.0,38,41,0,23,15,0,0,0
EPS SCI 121F,EPS SCI,Advanced Field Geology: Fieldwork,3.66,70.0,30.0,0.0,0.0,0.0,0.0,30,30,0,21,9,0,0,0
EPS SCI 13,EPS SCI,Natural Disasters,3.325,55.8,27.82,13.29,2.16,0.93,3.85,647,702,27,361,180,86,14,6
EPS SCI 133,EPS SCI,Historical and Regional Geology,3.745,77.63,22.37,0.0,0.0,0.0,0.0,76,77,0,59,17,0,0,0
EPS SCI 136A,EPS SCI,Applied Geophysics,3.689,78.72,19.15,2.13,0.0,0.0,0.0,47,49,0,37,9,1,0,0
EPS SCI 15,EPS SCI,Blue Planet: Introduction to Oceanography,3.47,62.36,27.49,7.88,1.39,0.88,2.79,2157,2297,64,1345,593,170,30,19
EPS SCI 150,EPS SCI,Remote Sensing for Earth Sciences,3.576,65.36,28.76,4.58,1.31,0.0,1.28,153,156,2,100,44,7,2,0
EPS SCI 153,EPS SCI,Oceans and Atmospheres,3.864,90.91,9.09,0.0,0.0,0.0,0.0,33,33,0,30,3,0,0,0
EPS SCI 155,EPS SCI,Planetary Physics,3.87,90.0,10.0,0.0,0.0,0.0,0.0,30,31,0,27,3,0,0,0
EPS SCI 16,EPS SCI,Major Events in History of Life,3.169,48.29,28.86,16.57,4.86,1.43,5.44,350,423,23,169,101,58,17,5
EPS SCI 17,EPS SCI,Dinosaurs and Their Relatives,3.823,88.13,9.3,1.84,0.24,0.49,1.29,817,854,11,720,76,15,2,4
EPS SCI 2,EPS SCI,Science in the Movies,3.769,81.14,17.37,1.2,0.3,0.0,0.29,334,345,1,271,58,4,1,0
EPS SCI 3,EPS SCI,Astrobiology,3.597,72.11,20.18,5.1,2.05,0.56,2.63,2492,2624,69,1797,503,127,51,14
EPS SCI 51,EPS SCI,Mineralogy: Earth and Planetary Materials,3.299,54.55,29.29,12.12,2.02,2.02,3.77,99,106,4,54,29,12,2,2
EPS SCI 61,EPS SCI,Geologic Maps,3.183,41.59,40.71,13.27,3.54,0.88,4.03,113,124,5,47,46,15,4,1
EPS SCI 8,EPS SCI,Earthquakes,3.281,55.48,26.2,12.83,3.61,1.87,6.52,748,813,53,415,196,96,27,14
EPS SCI 9,EPS SCI,Solar System and Planets,3.735,81.98,12.61,3.77,1.06,0.58,1.84,2070,2172,40,1697,261,78,22,12
EPS SCI C107,EPS SCI,Geochemistry,3.533,64.29,28.57,7.14,0.0,0.0,0.0,70,70,0,45,20,5,0,0
EPS SCI C109,EPS SCI,Isotope Geochemistry,3.512,70.0,16.67,13.33,0.0,0.0,0.0,60,61,0,42,10,8,0,0
EPS SCI C179,EPS SCI,Search for Extraterrestrial Intelligence: Theory and Applications,3.677,72.58,25.81,0.0,0.0,1.61,1.56,62,64,1,45,16,0,0,1
EPS SCI M7,EPS SCI,Perils of Space: Introduction to Space Weather,3.686,78.41,16.48,3.98,0.0,1.14,1.08,176,185,2,138,29,7,0,2
EPS SCI M71,EPS SCI,Introduction to Computing for Geoscientists,3.43,64.06,18.75,12.5,3.12,1.56,4.48,64,67,3,41,12,8,2,1
ESL 20,ESL,Conversation and Fluency,3.559,78.95,10.53,3.29,3.95,3.29,7.02,152,171,12,120,16,5,6,5
ESL 22,ESL,Public Speaking,3.788,91.18,4.41,4.41,0.0,0.0,0.0,68,77,0,62,3,3,0,0
ESL 23,ESL,American Culture through Film,3.642,83.51,8.25,3.09,2.06,3.09,4.35,97,115,5,81,8,3,2,3
ESL 25,ESL,Academic Reading and Writing,3.536,76.0,11.33,6.0,4.0,2.67,6.06,150,165,10,114,17,9,6,4
ESL 300,ESL,Intermediate Writing and Communication for International Graduate Students,3.775,83.56,15.75,0.68,0.0,0.0,0.0,146,191,0,122,23,1,0,0
ESL 301,ESL,High-Intermediate Writing and Communication for International Graduate Students,3.802,85.87,12.64,1.12,0.0,0.37,0.26,269,383,1,231,34,3,0,1
ETHNMUS 106A,ETHNMUS,Traditional North American Indian Music,3.883,95.83,2.08,0.0,0.0,2.08,2.0,48,50,1,46,1,0,0,1
ETHNMUS 106B,ETHNMUS,Contemporary North American Indian Music,3.834,89.36,8.51,2.13,0.0,0.0,2.08,47,48,1,42,4,1,0,0
ETHNMUS 135,ETHNMUS,Indo-Persian Musical Cultures: Mapping Musical Connections,3.948,95.77,2.82,1.41,0.0,0.0,0.0,71,72,0,68,2,1,0,0
ETHNMUS 161B,ETHNMUS,Advanced World Music Performance Organizations: Music of Bali,3.999,100.0,0.0,0.0,0.0,0.0,0.0,258,258,0,258,0,0,0,0
ETHNMUS 161K,ETHNMUS,Advanced World Music Performance Organizations: Music of Mexico,3.977,97.48,2.52,0.0,0.0,0.0,0.0,238,238,0,232,6,0,0,0
ETHNMUS 161L,ETHNMUS,Advanced World Music Performance Organizations: Music of Persia,3.994,99.49,0.51,0.0,0.0,0.0,0.0,393,394,0,391,2,0,0,0
ETHNMUS 161M,ETHNMUS,Advanced World Music Performance Organizations: Music of Thailand,3.994,99.19,0.81,0.0,0.0,0.0,0.0,124,134,0,123,1,0,0,0
ETHNMUS 161P,ETHNMUS,Advanced World Music Performance Organizations: African American Music Ensemble,3.96,97.07,1.63,1.3,0.0,0.0,0.0,307,307,0,298,5,4,0,0
ETHNMUS 161Z,ETHNMUS,Advanced World Music Performance Organizations: Open Ensemble,4.0,100.0,0.0,0.0,0.0,0.0,0.0,115,115,0,115,0,0,0,0
ETHNMUS 163,ETHNMUS,"Theory, Practice, and Improvisation in Iranian Music",4.0,100.0,0.0,0.0,0.0,0.0,0.0,30,30,0,30,0,0,0,0
ETHNMUS 168A,ETHNMUS,Advanced World Music Specializations: Music of China--Ensemble,3.991,99.75,0.25,0.0,0.0,0.0,0.0,403,414,0,402,1,0,0,0
ETHNMUS 168B,ETHNMUS,Advanced World Music Specializations: Music of China--Zheng,3.986,98.0,2.0,0.0,0.0,0.0,0.0,50,52,0,49,1,0,0,0
ETHNMUS 168C,ETHNMUS,Advanced World Music Specializations: Music of China--Qin,4.0,100.0,0.0,0.0,0.0,0.0,0.0,33,33,0,33,0,0,0,0
ETHNMUS 168F,ETHNMUS,Advanced World Music Specializations: Music of India--Ensemble,3.957,96.67,3.33,0.0,0.0,0.0,0.0,481,489,0,465,16,0,0,0
ETHNMUS 171,ETHNMUS,Music and Diverse Worlds of Gender and Sexuality,3.954,96.49,3.51,0.0,0.0,0.0,0.0,57,57,0,55,2,0,0,0
ETHNMUS 174,ETHNMUS,Aesthetics of Music,3.211,42.11,42.11,13.16,0.0,2.63,2.17,38,46,1,16,16,5,0,1
ETHNMUS 175,ETHNMUS,Sociology of Music,3.337,47.46,45.76,5.08,0.0,1.69,1.49,59,67,1,28,27,3,0,1
ETHNMUS 181,ETHNMUS,Anthropology of Music,3.546,74.29,17.14,8.57,0.0,0.0,0.0,35,38,0,26,6,3,0,0
ETHNMUS 183,ETHNMUS,Study of Ethnomusicology,3.71,79.59,14.29,6.12,0.0,0.0,0.0,49,50,0,39,7,3,0,0
ETHNMUS 188,ETHNMUS,Special Courses in Ethnomusicology,3.927,94.03,5.97,0.0,0.0,0.0,0.0,67,77,0,63,4,0,0,0
ETHNMUS 20A,ETHNMUS,Musical Cultures of World: Europe and Americas,3.544,66.67,25.64,7.69,0.0,0.0,0.0,39,39,0,26,10,3,0,0
ETHNMUS 20B,ETHNMUS,Musical Cultures of World: Africa and Near East,3.416,66.67,14.94,16.09,0.0,2.3,2.3,87,87,2,58,13,14,0,2
ETHNMUS 20C,ETHNMUS,Musical Cultures of World: Asia,3.535,69.15,21.28,6.38,3.19,0.0,3.19,94,94,3,65,20,6,3,0
ETHNMUS 30,ETHNMUS,Music and Media,3.34,57.92,30.39,7.27,2.08,2.34,5.04,385,417,21,223,117,28,8,9
ETHNMUS 45,ETHNMUS,Music of Bollywood and Beyond,3.895,93.55,4.84,0.81,0.4,0.4,1.14,248,264,3,232,12,2,1,1
ETHNMUS 46W,ETHNMUS,India through Music,3.887,91.35,7.69,0.96,0.0,0.0,0.0,104,106,0,95,8,1,0,0
ETHNMUS 5,ETHNMUS,Music Around World,3.688,81.54,11.62,4.36,1.24,1.24,2.97,482,505,15,393,56,21,6,6
ETHNMUS 68A,ETHNMUS,World Music Specializations: Music of China--Ensemble,3.986,99.48,0.52,0.0,0.0,0.0,0.0,388,410,0,386,2,0,0,0
ETHNMUS 68C,ETHNMUS,World Music Specializations: Music of China--Chinese Folk Dance,4.0,100.0,0.0,0.0,0.0,0.0,0.0,34,37,0,34,0,0,0,0
ETHNMUS 68F,ETHNMUS,World Music Specializations: Music of India--Ensemble,3.906,91.19,8.81,0.0,0.0,0.0,0.0,159,166,0,145,14,0,0,0
ETHNMUS 91B,ETHNMUS,World Music Performance Organizations: Music of Bali,4.0,100.0,0.0,0.0,0.0,0.0,0.0,196,197,0,196,0,0,0,0
ETHNMUS 91E,ETHNMUS,World Music Performance Organizations: Music and Dance of Ghana,3.938,96.88,3.12,0.0,0.0,0.0,0.0,96,100,0,93,3,0,0,0
ETHNMUS 91K,ETHNMUS,World Music Performance Organizations: Music of Mexico,3.919,95.74,2.71,0.0,0.78,0.78,1.88,258,266,5,247,7,0,2,2
ETHNMUS 91L,ETHNMUS,World Music Performance Organizations: Music of Persia,3.998,100.0,0.0,0.0,0.0,0.0,0.51,196,198,1,196,0,0,0,0
ETHNMUS 91P,ETHNMUS,World Music Performance Organizations: African American Music Ensemble,3.902,92.62,4.92,2.46,0.0,0.0,0.0,244,250,0,226,12,6,0,0
ETHNMUS 91Z,ETHNMUS,World Music Performance Organizations: Open Ensemble,3.968,98.94,0.0,0.0,1.06,0.0,1.0,94,100,1,93,0,0,1,0
ETHNMUS M110A,ETHNMUS,African American Musical Heritage,3.163,41.27,39.68,14.29,3.17,1.59,4.62,63,65,3,26,25,9,2,1
ETHNMUS M116,ETHNMUS,Chicano/Latino Music in U.S.,3.653,73.53,23.53,2.94,0.0,0.0,0.0,34,39,0,25,8,1,0,0
ETHNMUS M119,ETHNMUS,Cultural History of Rap,3.272,45.83,37.5,15.28,0.0,1.39,1.25,72,80,1,33,27,11,0,1
ETHNMUS M25,ETHNMUS,Global Pop,3.876,93.12,4.99,0.69,0.52,0.69,1.18,581,593,7,541,29,4,3,4
ETHNMUS M50A,ETHNMUS,Jazz in American Culture: Late 19th Century through 1940s,3.834,90.1,7.0,1.21,0.48,1.21,1.67,414,420,7,373,29,5,2,5
ETHNMUS M50B,ETHNMUS,Jazz in American Culture: 1940s to Present,3.826,89.65,7.02,1.58,0.35,1.4,1.86,570,590,11,511,40,9,2,8
ETHNMUS M80,ETHNMUS,Jewish American Experience through Music,3.669,68.75,31.25,0.0,0.0,0.0,0.0,32,32,0,22,10,0,0,0
FILIPNO 1,FILIPNO,Introductory Filipino,3.759,83.98,12.12,3.03,0.0,0.87,1.56,231,256,4,194,28,7,0,2
FILIPNO 170,FILIPNO,"People, Society, and Culture of Philippines",3.834,86.73,13.27,0.0,0.0,0.0,0.0,98,104,0,85,13,0,0,0
FILIPNO 2,FILIPNO,Introductory Filipino,3.728,80.13,16.03,3.85,0.0,0.0,0.0,156,178,0,125,25,6,0,0
FILIPNO 3,FILIPNO,Introductory Filipino,3.679,77.48,19.87,2.65,0.0,0.0,0.0,151,172,0,117,30,4,0,0
FILM TV 101A,FILM TV,Junior Symposium,3.856,90.6,6.84,1.71,0.85,0.0,0.84,117,119,1,106,8,2,1,0
FILM TV 102A,FILM TV,Senior Symposium,4.0,100.0,0.0,0.0,0.0,0.0,0.0,100,100,0,100,0,0,0,0
FILM TV 102C,FILM TV,Senior Symposium,4.0,100.0,0.0,0.0,0.0,0.0,0.0,54,54,0,54,0,0,0,0
FILM TV 106B,FILM TV,History of European Motion Picture,3.596,71.2,23.64,3.26,0.54,1.36,1.8,368,388,7,262,87,12,2,5
FILM TV 106C,FILM TV,"History of African, Asian, and Latin American Film",3.673,78.92,17.6,1.74,0.0,1.74,1.7,517,528,9,408,91,9,0,9
FILM TV 107,FILM TV,Experimental Film,3.6,71.14,23.88,3.98,0.0,1.0,1.4,201,215,3,143,48,8,0,2
FILM TV 108,FILM TV,History of Documentary Film,3.578,79.34,12.21,3.29,2.35,2.82,4.91,213,224,11,169,26,7,5,6
FILM TV 109,FILM TV,Advanced Topics in Documentary: New Documentary Forms,3.855,90.91,6.36,1.82,0.0,0.91,0.9,110,111,1,100,7,2,0,1
FILM TV 10A,FILM TV,American Television History,3.702,80.16,14.29,4.76,0.0,0.79,0.79,126,126,1,101,18,6,0,1
FILM TV 112,FILM TV,Film and Social Change,3.517,69.21,22.41,4.43,1.23,2.71,3.91,406,409,16,281,91,18,5,11
FILM TV 113,FILM TV,Film Authors,3.675,76.03,20.55,3.42,0.0,0.0,0.0,146,166,0,111,30,5,0,0
FILM TV 114,FILM TV,Film Genres,3.77,83.3,14.73,1.57,0.0,0.39,0.56,509,539,3,424,75,8,0,2
FILM TV 122D,FILM TV,"Film Editing: Overview of History, Technique, and Practice",3.938,95.44,4.34,0.0,0.0,0.22,0.33,899,919,3,858,39,0,0,2
FILM TV 122E,FILM TV,Digital Cinematography,3.814,87.08,10.0,2.29,0.21,0.42,0.62,480,485,3,418,48,11,1,2
FILM TV 122M,FILM TV,Film and Television Directing,3.723,84.49,10.91,2.46,0.15,2.0,2.51,651,678,17,550,71,16,1,13
FILM TV 122N,FILM TV,History of Animation in American Film and Television,3.905,94.94,3.11,1.95,0.0,0.0,0.0,257,261,0,244,8,5,0,0
FILM TV 146,FILM TV,Art and Practice of Motion Picture Producing,3.849,89.29,10.36,0.0,0.0,0.36,0.7,280,285,2,250,29,0,0,1
FILM TV 150,FILM TV,Cinematography,3.94,96.62,2.7,0.0,0.0,0.68,0.64,148,156,1,143,4,0,0,1
FILM TV 153,FILM TV,Motion Picture Lighting,3.996,100.0,0.0,0.0,0.0,0.0,0.0,83,91,0,83,0,0,0,0
FILM TV 154,FILM TV,Film Editing,3.969,98.25,1.75,0.0,0.0,0.0,0.0,114,115,0,112,2,0,0,0
FILM TV 155,FILM TV,Introduction to Digital Media and Tools,3.978,98.31,1.69,0.0,0.0,0.0,0.0,118,122,0,116,2,0,0,0
FILM TV 163,FILM TV,Directing Cameras,3.905,95.45,2.27,2.27,0.0,0.0,0.0,44,44,0,42,1,1,0,0
FILM TV 178,FILM TV,Film and Television Production Laboratory,3.937,95.35,4.65,0.0,0.0,0.0,0.0,129,129,0,123,6,0,0,0
FILM TV 18,FILM TV,Media Parks: Cinematic and Television History of Theme Parks,3.866,95.45,2.27,0.0,0.0,2.27,2.27,44,44,1,42,1,0,0,1
FILM TV 183A,FILM TV,Producing I: Film and Television Development,3.983,99.36,0.32,0.0,0.0,0.32,0.31,629,646,2,625,2,0,0,2
FILM TV 183B,FILM TV,Producing II: Entertainment Economics,3.785,84.15,15.27,0.58,0.0,0.0,0.0,347,372,0,292,53,2,0,0
FILM TV 183C,FILM TV,"Producing III: Marketing, Distribution, and Exhibition",3.986,99.1,0.67,0.0,0.0,0.22,0.22,445,456,1,441,3,0,0,1
FILM TV 184B,FILM TV,Overview of Contemporary Television Industry,3.981,99.31,0.69,0.0,0.0,0.0,0.0,145,150,0,144,1,0,0,0
FILM TV 185,FILM TV,Intermediate Undergraduate Film Production,3.951,100.0,0.0,0.0,0.0,0.0,0.0,43,43,0,43,0,0,0,0
FILM TV 187A,FILM TV,Global Film and Television Development,3.999,100.0,0.0,0.0,0.0,0.0,0.0,200,200,0,200,0,0,0,0
FILM TV 187B,FILM TV,Domestic and Global Entertainment Industry Careers and Strategies,3.988,99.72,0.0,0.0,0.0,0.28,0.28,353,359,1,352,0,0,0,1
FILM TV 187C,FILM TV,Scripted and Unscripted Series Development for Domestic and Global Streaming Services,3.999,100.0,0.0,0.0,0.0,0.0,0.0,298,308,0,298,0,0,0,0
FILM TV 188A,FILM TV,"Special Courses in Film, Television, and Digital Media",3.934,96.6,1.8,1.2,0.0,0.4,0.39,500,518,2,483,9,6,0,2
FILM TV 195,FILM TV,"Corporate Internships in Film, Television, and Digital Media",4.0,100.0,0.0,0.0,0.0,0.0,0.0,55,85,0,55,0,0,0,0
FILM TV 1A,FILM TV,Freshman Symposium,4.0,100.0,0.0,0.0,0.0,0.0,0.0,59,59,0,59,0,0,0,0
FILM TV 1B,FILM TV,Freshman Symposium,4.0,100.0,0.0,0.0,0.0,0.0,0.0,58,58,0,58,0,0,0,0
FILM TV 201A,FILM TV,Seminar: Media Industries and Cultures of Production--Foundations,3.893,95.12,4.88,0.0,0.0,0.0,0.0,41,41,0,39,2,0,0,0
FILM TV 203,FILM TV,Seminar: Film and Other Arts,3.919,93.75,6.25,0.0,0.0,0.0,0.0,32,38,0,30,2,0,0,0
FILM TV 210,FILM TV,Viewing and Reading Media,3.923,97.96,2.04,0.0,0.0,0.0,0.0,343,343,0,336,7,0,0,0
FILM TV 211,FILM TV,Seminar: Historiography,3.95,100.0,0.0,0.0,0.0,0.0,0.0,42,43,0,42,0,0,0,0
FILM TV 213,FILM TV,Capstone Seminar,3.974,100.0,0.0,0.0,0.0,0.0,0.0,34,34,0,34,0,0,0,0
FILM TV 215,FILM TV,Seminar: Text and Context in Intermedia Age,3.855,97.37,2.63,0.0,0.0,0.0,0.0,38,39,0,37,1,0,0,0
FILM TV 287B,FILM TV,Introduction to Art and Business of Producing II,3.679,71.43,28.57,0.0,0.0,0.0,0.0,42,44,0,30,12,0,0,0
FILM TV 288A,FILM TV,Feature Film Development I,4.0,100.0,0.0,0.0,0.0,0.0,0.0,44,44,0,44,0,0,0,0
FILM TV 290C,FILM TV,It's a Wrap: Preparation for Your Entertainment Career,4.0,100.0,0.0,0.0,0.0,0.0,0.0,42,43,0,42,0,0,0,0
FILM TV 292A,FILM TV,Overview of Network Television Management,3.982,98.89,1.11,0.0,0.0,0.0,0.0,90,93,0,89,1,0,0,0
FILM TV 294A,FILM TV,Contracts and Negotiation,3.762,79.31,20.69,0.0,0.0,0.0,0.0,58,62,0,46,12,0,0,0
FILM TV 294C,FILM TV,International Financing and Distribution,3.851,92.16,7.84,0.0,0.0,0.0,0.0,51,58,0,47,4,0,0,0
FILM TV 297A,FILM TV,Digital Media Producing 1,4.0,100.0,0.0,0.0,0.0,0.0,0.0,33,33,0,33,0,0,0,0
FILM TV 297B,FILM TV,Digital Media Producing 2,4.0,100.0,0.0,0.0,0.0,0.0,0.0,32,33,0,32,0,0,0,0
FILM TV 298A,FILM TV,Special Studies in Film and Television,3.945,95.56,3.97,0.47,0.0,0.0,0.0,428,458,0,409,17,2,0,0
FILM TV 33,FILM TV,Introductory Screenwriting,3.827,89.4,7.35,1.88,0.44,0.92,1.93,2924,3056,59,2614,215,55,13,27
FILM TV 34,FILM TV,Introduction to Television Writing,3.825,89.58,8.33,2.08,0.0,0.0,0.0,48,51,0,43,4,1,0,0
FILM TV 4,FILM TV,Introduction to Art and Technique of Filmmaking,3.795,87.79,8.59,1.95,0.69,0.98,1.96,3179,3315,65,2791,273,62,22,31
FILM TV 411A,FILM TV,Modes of Making: Experimental,3.994,100.0,0.0,0.0,0.0,0.0,0.0,47,47,0,47,0,0,0,0
FILM TV 411B,FILM TV,Modes of Making: Documentary,3.945,95.74,4.26,0.0,0.0,0.0,0.0,47,49,0,45,2,0,0,0
FILM TV 412A,FILM TV,Tools and Techniques: Experimental,3.77,70.0,30.0,0.0,0.0,0.0,0.0,90,90,0,63,27,0,0,0
FILM TV 412B,FILM TV,Tools and Techniques: Documentary,3.857,89.01,7.69,3.3,0.0,0.0,0.0,91,97,0,81,7,3,0,0
FILM TV 412C,FILM TV,Tools and Techniques: Narrative Fiction,3.783,83.33,11.67,5.0,0.0,0.0,0.0,60,62,0,50,7,3,0,0
FILM TV 413,FILM TV,Themes and Issues: Foundations of Directing,3.934,96.23,3.77,0.0,0.0,0.0,0.0,53,55,0,51,2,0,0,0
FILM TV 430,FILM TV,Introduction to Film and Television Writing,3.809,84.26,15.74,0.0,0.0,0.0,0.0,108,111,0,91,17,0,0,0
FILM TV 440,FILM TV,Festival Strategies,3.969,98.9,1.1,0.0,0.0,0.0,0.0,91,93,0,90,1,0,0,0
FILM TV 483A,FILM TV,Advanced Computer Animation,3.54,73.33,13.33,13.33,0.0,0.0,0.0,30,30,0,22,4,4,0,0
FILM TV 484B,FILM TV,Visual Thinking and Organization for Animation,4.0,100.0,0.0,0.0,0.0,0.0,0.0,40,40,0,40,0,0,0,0
FILM TV 488A,FILM TV,Interactive Animation,3.924,94.12,5.88,0.0,0.0,0.0,0.0,34,38,0,32,2,0,0,0
FILM TV 489A,FILM TV,Computer Animation in Film and Video  ,3.978,100.0,0.0,0.0,0.0,0.0,0.0,41,41,0,41,0,0,0,0
FILM TV 498,FILM TV,Professional Internship in Film and Television,3.99,100.0,0.0,0.0,0.0,0.0,0.0,88,96,0,88,0,0,0,0
FILM TV 51,FILM TV,Digital Media Studies,3.74,84.87,11.62,1.97,0.0,1.54,2.29,456,480,11,387,53,9,0,7
FILM TV 6A,FILM TV,History of American Motion Picture,3.754,85.05,11.67,1.64,0.27,1.37,1.63,1465,1473,24,1246,171,24,4,20
FILM TV 72,FILM TV,"Production Practice in Film, Television, and Digital Media",3.849,89.58,9.38,0.0,0.0,1.04,1.04,96,96,1,86,9,0,0,1
FILM TV 84A,FILM TV,Overview of Contemporary Film Industry,3.786,88.11,8.39,1.75,0.0,1.75,1.75,286,286,5,252,24,5,0,5
FILM TV C181A,FILM TV,Introduction to Animation,3.934,94.37,4.23,1.41,0.0,0.0,0.0,71,77,0,67,3,1,0,0
FILM TV C416,FILM TV,Intermediate Cinematography,4.0,100.0,0.0,0.0,0.0,0.0,0.0,32,42,0,32,0,0,0,0
FILM TV C454B,FILM TV,Advanced Film Editing,4.0,100.0,0.0,0.0,0.0,0.0,0.0,48,48,0,48,0,0,0,0
FILM TV C481A,FILM TV,Introduction to Animation,4.0,100.0,0.0,0.0,0.0,0.0,0.0,34,34,0,34,0,0,0,0
FILM TV C481B,FILM TV,Writing for Animation,4.0,100.0,0.0,0.0,0.0,0.0,0.0,33,33,0,33,0,0,0,0
FILM TV M117,FILM TV,Chicanos in Film/Video,3.768,91.03,5.13,0.0,0.0,3.85,3.66,78,82,3,71,4,0,0,3
FILM TV M50,FILM TV,Introduction to Visual Culture,3.694,80.06,15.25,3.23,0.0,1.47,1.96,341,357,7,273,52,11,0,5
FOOD ST 181,FOOD ST,Special Topics: Perspectives on Food and Society,3.622,75.68,16.22,2.7,5.41,0.0,5.0,37,40,2,28,6,1,2,0
FOOD ST 187,FOOD ST,Special Topics in Food Studies,3.948,97.84,1.62,0.0,0.0,0.54,0.51,185,198,1,181,3,0,0,1
FOOD ST M132,FOOD ST,Food Cultures and Food Politics,3.959,96.88,3.12,0.0,0.0,0.0,0.0,32,32,0,31,1,0,0,0
FOOD ST M136,FOOD ST,Eating Society: Science and Politics of Food from Individual to Planetary Health,3.823,85.11,12.77,2.13,0.0,0.0,0.0,47,47,0,40,6,1,0,0
FOOD ST M157,FOOD ST,"Food: Molecules, Microbes, Environment",3.74,75.61,23.17,1.22,0.0,0.0,0.0,82,90,0,62,19,1,0,0
FOOD ST M170XP,FOOD ST,Food Studies and Food Justice in Los Angeles,3.964,97.78,2.22,0.0,0.0,0.0,0.0,45,45,0,44,1,0,0,0
FRNCH 1,FRNCH,Elementary French,3.588,72.93,20.8,3.28,0.57,2.42,3.72,702,806,30,512,146,23,4,17
FRNCH 100,FRNCH,Written Expression: Techniques of Description and Narration,3.836,92.0,6.67,0.0,0.0,1.33,1.3,75,77,1,69,5,0,0,1
FRNCH 101,FRNCH,Advanced Expository Writing: Techniques of Argumentation,3.871,89.8,8.16,2.04,0.0,0.0,0.0,49,53,0,44,4,1,0,0
FRNCH 108,FRNCH,Advanced Practical Translation,3.963,100.0,0.0,0.0,0.0,0.0,0.0,41,41,0,41,0,0,0,0
FRNCH 109,FRNCH,French for Professional Purposes: Language and Communication in Professional Environment,3.928,96.23,3.77,0.0,0.0,0.0,0.0,53,56,0,51,2,0,0,0
FRNCH 110XP,FRNCH,French in Community,3.79,86.67,10.0,0.0,3.33,0.0,3.33,30,30,1,26,3,0,1,0
FRNCH 119,FRNCH,Studies in 19th-Century French Culture and Literature,3.477,74.19,19.35,3.23,0.0,3.23,2.78,31,36,1,23,6,1,0,1
FRNCH 120,FRNCH,Studies in 20th-Century French Culture and Literature,3.921,94.23,4.81,0.96,0.0,0.0,0.0,104,107,0,98,5,1,0,0
FRNCH 121,FRNCH,Studies in Francophone Cultures and Literatures,3.968,97.5,2.5,0.0,0.0,0.0,0.0,80,82,0,78,2,0,0,0
FRNCH 130,FRNCH,Contemporary French and Francophone Cultures,3.923,95.37,4.63,0.0,0.0,0.0,0.0,108,109,0,103,5,0,0,0
FRNCH 133,FRNCH,French and Francophone Short Story,3.707,80.7,17.54,0.0,0.0,1.75,1.59,57,63,1,46,10,0,0,1
FRNCH 14,FRNCH,Introduction to French Culture and Civilization in English,3.641,75.26,20.62,2.06,2.06,0.0,2.97,97,101,3,73,20,2,2,0
FRNCH 142,FRNCH,Francophone Cinema,3.964,100.0,0.0,0.0,0.0,0.0,0.0,58,59,0,58,0,0,0,0
FRNCH 16,FRNCH,Society And Self in Early Modern France,3.476,59.05,35.24,3.81,0.95,0.95,1.82,105,110,2,62,37,4,1,1
FRNCH 191B,FRNCH,Variable Topics Research Seminars: French,3.9,94.44,2.78,2.78,0.0,0.0,0.0,36,40,0,34,1,1,0,0
FRNCH 2,FRNCH,Elementary French,3.63,74.12,21.4,3.11,0.19,1.17,1.7,514,588,10,381,110,16,1,6
FRNCH 3,FRNCH,Elementary French,3.576,69.66,24.89,4.12,0.29,1.03,1.47,679,815,12,473,169,28,2,7
FRNCH 4,FRNCH,Intermediate French,3.71,76.77,20.2,2.02,0.51,0.51,1.29,198,233,3,152,40,4,1,1
FRNCH 41,FRNCH,French Cinema and Culture,3.754,80.69,18.92,0.39,0.0,0.0,0.0,259,264,0,209,49,1,0,0
FRNCH 5,FRNCH,Intermediate French,3.686,80.41,15.54,2.7,0.0,1.35,1.18,148,170,2,119,23,4,0,2
FRNCH 6,FRNCH,Intermediate French,3.715,78.03,20.63,0.0,0.9,0.45,1.27,223,237,3,174,46,0,2,1
FRNCH 60,FRNCH,French and Francophone Novel,3.891,95.65,4.35,0.0,0.0,0.0,0.0,69,69,0,66,3,0,0,0
GENDER 10,GENDER,Introduction to Gender Studies,3.85,91.06,7.05,0.74,0.16,1.0,1.23,1901,1944,24,1731,134,14,3,19
GENDER 101W,GENDER,Writing Gender,3.831,89.89,6.74,3.37,0.0,0.0,0.0,89,89,0,80,6,3,0,0
GENDER 102,GENDER,Power,3.824,89.31,8.09,1.73,0.0,0.87,0.85,346,353,3,309,28,6,0,3
